property_url;broker_x;district_x;price_x;type_x;city_x;state_x;ref_x;category_x;area_x;lat_x;long_x;num_bedroom_x;num_bathroom_x;num_garage_x;broker_y;district_y;price_y;type_y;city_y;state_y;ref_y;category_y;area_y;lat_y;long_y;num_bedroom_y;num_bathroom_y;num_garage_y;added_date
https://www.leloimoveis.com.br/imovel/apartamento-2-quartos-jardim-america-maringa-com-garagem-86m2-venda-rs-220000?id=79900&ref=04752.001;Lelo Imóveis;Jardim America;R$ 220.000,00;;Maringa;PR;4752.001;Apartamento;86,29m²;-23.4274682;-51.889691;2;;1;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-07-maringa-com-garagem-70m2-venda-rs-160000?id=79900&ref=79900.12646;Lelo Imóveis;Zona 07;R$ 160.000,00;;Maringa;PR;79900.12646;Apartamento;70,02m²;-23.4061618;-51.9443444;3;;1;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/casa-residencial-jardim-alvorada-iii-maringa-165m2-venda-rs-408000?id=79900&ref=79900.12712;Lelo Imóveis;Jardim Alvorada III;R$ 408.000,00;;Maringa;PR;79900.12712;Casa;165,00m²;-23.3857172;-51.9106386;;;;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/terreno-jardim-monte-rei-maringa-300m2-venda-rs-350000?id=79900&ref=79900.12711;Lelo Imóveis;Jardim Monte Rei;R$ 350.000,00;;Maringa;PR;79900.12711;Terreno;300,00m²;-23.3789606;-51.9559311;;;;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-jardim-cerro-azul-maringa-com-garagem-146m2-venda-rs-550000?id=79900&ref=79900.12193;Lelo Imóveis;Jardim Cerro Azul;R$ 550.000,00;;Maringa;PR;79900.12193;Apartamento;146,00m²;-23.4405355;-51.9370439;3;;2;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/terreno-jardins-de-monet-residence-maringa-540m2-venda-rs-749000?id=79900&ref=79900.11783;Lelo Imóveis;Jardins de Monet Residence;R$ 749.000,00;;Maringa;PR;79900.11783;Terreno;540,75m²;-23.3620666;-52.0085711;;;;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-01-maringa-com-garagem-241m2-venda-rs-760000?id=79900&ref=79900.11851;Lelo Imóveis;Zona 01;R$ 760.000,00;;Maringa;PR;79900.11851;Apartamento;241,62m²;-23.4240571;-51.9426816;3;;2;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-07-maringa-com-garagem-231m2-venda-rs-1649000?id=79900&ref=79900.11371;Lelo Imóveis;Zona 07;R$ 1.649.000,00;;Maringa;PR;79900.11371;Apartamento;231,72m²;-23.4147637;-51.9359941;3;;2;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-07-maringa-com-garagem-116m2-venda-rs-350000?id=79900&ref=02904.001;Lelo Imóveis;Zona 07;R$ 350.000,00;;Maringa;PR;2904.001;Apartamento;116,36m²;-23.4148042;-51.9405613;3;;1;;;;;;;;;;;;;;;2025-02-13
https://www.leloimoveis.com.br/imovel/casa-residencial-3-quartos-jardim-paris-maringa-com-garagem-150m2-venda-rs-560000?id=79900&ref=79900.10634;Lelo Imóveis;Jardim Paris;R$ 560.000,00;;Maringa;PR;79900.10634;Casa;150,00m²;-23.386098;-51.9513856;3;;2;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005617/apartamento-a-venda/maringa-pr-chacaras-aeroporto ;Silvio Iwata;Chácaras Aeroporto;R$ 205.000,00;;Maringá;PR;;Apartamento;44,00 m²;-23.47484;-51.9069519;2;1;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005604/apartamento-a-venda/maringa-pr-jd-america ;Silvio Iwata;Jd América;R$ 239.000,00;;Maringá;PR;;Apartamento;43,46 m²;-23.4248398;-51.8920816;2;1;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005616/apartamento-a-venda/maringa-pr-jd-alvorada ;Silvio Iwata;Jd Alvorada;R$ 245.000,00;;Maringá;PR;;Apartamento;50,62 m²;-23.3913305;-51.9062024;2;1;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005605/apartamento-a-venda/maringa-pr-loteamento-sumare ;Silvio Iwata;Loteamento Sumaré;R$ 280.000,00;;Maringá;PR;;Apartamento;57,86 m²;-23.3810992;-51.9054442;3;1;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005613/casa-a-venda/maringa-pr-jd-sao-jorge ;Silvio Iwata;;R$ 430.000,00;;Maringá;PR;;Casa;;-23.39983;-51.9630346;2;;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005606/apartamento-a-venda/maringa-pr-zona-08 ;Silvio Iwata;Zona 08;R$ 520.000,00;;Maringá;PR;;Apartamento;46,22 m²;-23.4349361;-51.9109103;1;2;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005615/casa-a-venda/maringa-pr-pq-palmeiras ;Silvio Iwata;;R$ 579.000,00;;Maringá;PR;;Casa;112,69 m²;-23.3837328;-51.9405722;2.0;2;2;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005611/casa-a-venda/maringa-pr-jd-oriental ;Silvio Iwata;;R$ 710.000,00;;Maringá;PR;;Casa;138,00 m²;-23.3710577;-51.9450022;3.0;2;2;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005608/casa-a-venda/maringa-pr-jd-campos ;Silvio Iwata;;R$ 790.000,00;;Maringá;PR;;Casa;143,38 m²;-23.3757835;-51.9652952;3.0;3;2;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620004622/salao-comercial-a-venda/maringa-pr-zona-03 ;Silvio Iwata;;R$ 1.100.000,00;;Maringá;PR;;Salão Comercial;;-23.4248757;-51.9612123;6;2;1;;;;;;;;;;;;;;;2025-02-13
https://www.silvioiwata.com.br/imovel/3620005614/casa-em-condominio-a-venda/maringa-pr-loteamento-sumare ;Silvio Iwata;Loteamento Sumaré;R$ 3.200.000,00;;Maringá;PR;;Casa em Condomínio;279,00 m²;-23.351928837707874;-51.90037743430177;6.0;2;2;;;;;;;;;;;;;;;2025-02-13
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-aclimacao/67343;Pedro Granado Imóveis;Jardim Aclimacao;R$ 425.000,00;Padrão;Maringá;PR;67343.0;Apartamento;50,83 m²;-23.4209995;-51.9330558;2;1;-;;;;;;;;;;;;;;;2025-02-14
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/sobrado/parque-lagoa-dourada/56033;Pedro Granado Imóveis;Parque Lagoa Dourada;R$ 690.000,00;Sobrado;Maringá;PR;56033.0;Casa/Sobrado;158,45 m²;-23.4512466;-51.9171236;3;3;1;;;;;;;;;;;;;;;2025-02-14
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-toquio/19163;Pedro Granado Imóveis;Jardim Tóquio;R$ 1.600.000,00;Casa;Maringá;PR;19163.0;Casa/Sobrado;300,00 m²;-23.3890635;-51.9237264;3;3;1;;;;;;;;;;;;;;;2025-02-14
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/sobrado/jardim-oriental/00263;Pedro Granado Imóveis;Jardim Oriental;Consulte-nos;Sobrado;Maringá;PR;263.0;Casa/Sobrado;435,00 m²;-23.368423;-51.94030129999999;3;4;3;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/casa-residencial-3-quartos-jardim-oriental-maringa-com-garagem-150m2-venda-rs-410000?id=79900&ref=05050.001;Lelo Imóveis;Jardim Oriental;R$ 410.000,00;;Maringa;PR;5050.001;Casa;150,00m²;-1.0;-1.0;3;;2;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/casa-residencial-3-quartos-cidade-moncoes-maringa-com-garagem-515m2-venda-rs-3699000?id=79900&ref=79900.12565;Lelo Imóveis;Cidade Moncoes;R$ 3.699.000,00;;Maringa;PR;79900.12565;Casa;515,00m²;-23.4447371;-51.9418641;3;;3;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/apartamento-4-quartos-zona-07-maringa-com-garagem-257m2-venda-rs-650000?id=79900&ref=05739.001;Lelo Imóveis;Zona 07;R$ 650.000,00;;Maringa;PR;5739.001;Apartamento;257,37m²;-23.4162057;-51.9480214;4;;2;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/apartamento-2-quartos-zona-07-maringa-com-garagem-94m2-venda-rs-210000?id=79900&ref=00193.001;Lelo Imóveis;Zona 07;R$ 210.000,00;;Maringa;PR;193.001;Apartamento;94,88m²;-23.40923;-51.9464006;2;;1;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-03-maringa-com-garagem-venda-rs-3150000?id=79900&ref=79900.11615;Lelo Imóveis;Zona 03;R$ 3.150.000,00;;Maringa;PR;79900.11615;Apartamento;3;-23.4250343;-51.9274536;3;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004513/terreno-a-venda/maringa-pr-jd-itaipu ;Silvio Iwata;;R$ 125.000,00;;Maringá;PR;;Terreno;249,00 m²;-23.4509097;-51.9828186;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004573/terreno-a-venda/paranavai-pr-res-santa-maria ;Silvio Iwata;;R$ 125.000,00;;Paranavaí;PR;;Terreno;183,00 m²;-23.1106551;-52.4907792;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004667/terreno-a-venda/paranavai-pr-res-santa-maria ;Silvio Iwata;;R$ 125.000,00;;Paranavaí;PR;;Terreno;183,00 m²;-23.1106551;-52.4907792;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004849/terreno-a-venda/sarandi-pr-jd-universal ;Silvio Iwata;;R$ 135.000,00;;Sarandi;PR;;Terreno;250,00 m²;-23.4312679;-51.8608897;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004374/sala-comercial-a-venda/maringa-pr-zona-01-centro ;Silvio Iwata;Zona 01 Centro;R$ 200.000,00;;Maringá;PR;;Sala Comercial;27,68 m²;-23.4226959;-51.9395721;1;1;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005632/apartamento-a-venda/maringa-pr-pq-taruma ;Silvio Iwata;Pq Tarumã;R$ 245.000,00;;Maringá;PR;;Apartamento;45,00 m²;-23.4657215;-51.9286051;2;1;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004398/apartamento-a-venda/maringa-pr-pq-res-aeroporto ;Silvio Iwata;Pq Res Aeroporto;R$ 285.000,00;;Maringá;PR;;Apartamento;72,00 m²;-23.4495025;-51.908821;3;1;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004701/casa-a-venda/maringa-pr-cj-joao-de-barro-cidade-cancao ;Silvio Iwata;;R$ 285.000,00;;Maringá;PR;;Casa;100,00 m²;-23.4616268;-51.9081639;3.0;2;3;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005302/apartamento-a-venda/maringa-pr-jd-das-estacoes ;Silvio Iwata;Jd das Estações;R$ 350.000,00;;Maringá;PR;;Apartamento;51,47 m²;-23.445589;-51.9791967;2;1;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004303/apartamento-a-venda/maringa-pr-vl-marumby ;Silvio Iwata;Vl Marumby;R$ 360.000,00;;Maringá;PR;;Apartamento;65,00 m²;-23.4475664;-51.9276809;2.0;2;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005031/apartamento-a-venda/maringa-pr-jd-ipanema ;Silvio Iwata;Jd Ipanema;R$ 385.000,00;;Maringá;PR;;Apartamento;55,80 m²;-23.4558429;-51.9238772;2;1;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005628/terreno-comercial-a-venda/maringa-pr-jd-bertioga ;Silvio Iwata;;R$ 450.000,00;;Maringá;PR;;Terreno Comercial;450,78 m²;-23.457987;-51.9524672;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004338/sobrado-a-venda/maringa-pr-zona-07 ;Silvio Iwata;;R$ 490.000,00;;Maringá;PR;;Sobrado;129,98 m²;-23.41567;-51.9497659;2.0;2;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004565/terreno-em-condominio-a-venda/sarandi-pr-ecovalley-ecologic-city ;Silvio Iwata;Ecovalley Ecologic City;R$ 510.000,00;;Sarandi;PR;;Terreno em Condomínio;350,00 m²;-23.4791032;-51.9123209;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004436/casa-a-venda/maringa-pr-zona-07 ;Silvio Iwata;;R$ 550.000,00;;Maringá;PR;;Casa;142,00 m²;-23.436259;-51.9364279;9;3;4;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004955/casa-a-venda/maringa-pr-jd-colina-verde-ii ;Silvio Iwata;;R$ 550.000,00;;Maringá;PR;;Casa;188,00 m²;-23.3959408;-51.88466;3.0;3;3;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004487/casa-a-venda/maringa-pr-jd-itaipu ;Silvio Iwata;;R$ 565.000,00;;Maringá;PR;;Casa;140,00 m²;-23.450353;-51.9801873;3.0;3;5;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004216/casa-a-venda/maringa-pr-loteamento-sumare ;Silvio Iwata;;R$ 650.000,00;;Maringá;PR;;Casa;181,00 m²;-23.3800239;-51.9069857;3.0;2;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004220/casa-a-venda/maringa-pr-cj-hab-joao-de-barro-thais ;Silvio Iwata;;R$ 650.000,00;;Maringá;PR;;Casa;174,00 m²;-23.3980304;-51.9770967;3;1;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004369/casa-a-venda/maringa-pr-jd-alvorada ;Silvio Iwata;;R$ 680.000,00;;Maringá;PR;;Casa;159,00 m²;-23.4014919;-51.914811;3.0;2;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004448/apartamento-a-venda/maringa-pr-zona-03 ;Silvio Iwata;Zona 03;R$ 730.000,00;;Maringá;PR;;Apartamento;82,00 m²;-23.4297937;-51.9240242;3.0;2;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004451/sobrado-a-venda/maringa-pr-zona-08 ;Silvio Iwata;;R$ 750.000,00;;Maringá;PR;;Sobrado;178,87 m²;-23.4680516;-51.8208955;3.0;3;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004740/casa-a-venda/maringa-pr-zona-04 ;Silvio Iwata;;R$ 790.000,00;;Maringá;PR;;Casa;100,00 m²;-23.4209995;-51.9330558;2.0;2;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005627/terreno-comercial-a-venda/maringa-pr-jd-sao-silvestre ;Silvio Iwata;;R$ 790.000,00;;Maringá;PR;;Terreno Comercial;370,80 m²;-23.4535139;-51.913262;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005629/terreno-comercial-a-venda/maringa-pr-jd-sao-silvestre ;Silvio Iwata;;R$ 790.000,00;;Maringá;PR;;Terreno Comercial;367,73 m²;-23.4364101;-51.8949085;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004230/casa-a-venda/maringa-pr-jd-sao-conrado ;Silvio Iwata;;R$ 850.000,00;;Maringá;PR;;Casa;140,00 m²;-23.4511048;-51.9412832;3.0;2;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005623/sobrado-a-venda/maringa-pr-zona-07 ;Silvio Iwata;;R$ 950.000,00;;Maringá;PR;;Sobrado;142,96 m²;-23.4130484;-51.95238209999999;3.0;4;4;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004167/apartamento-a-venda/maringa-pr-zona-04 ;Silvio Iwata;Zona 04;R$ 990.000,00;;Maringá;PR;;Apartamento;193,00 m²;-23.4232713;-51.9468147;3.0;2;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004179/sobrado-a-venda/maringa-pr-jd-andrade ;Silvio Iwata;;R$ 1.550.000,00;;Maringá;PR;;Sobrado;409,00 m²;-23.3839419;-51.9022087;3;7;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004525/negocio-a-venda/maringa-pr-zona-03 ;Silvio Iwata;;R$ 3.500.000,00;;Maringá;PR;;Negócio;373,00 m²;-23.4222354;-51.9281148;6;6;2;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620004197/negocio-a-venda/maringa-pr-zona-01-centro ;Silvio Iwata;;R$ 3.990.000,00;;Maringá;PR;;Negócio;902,00 m²;-23.4217995;-51.9375064;;;;;;;;;;;;;;;;;;2025-02-14
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-america/09653;Pedro Granado Imóveis;Jardim América;R$ 275.000,00;Padrão;Maringá;PR;9653.0;Apartamento;55,76 m²;-23.4283497;-51.8883972;2;1;-;;;;;;;;;;;;;;;2025-02-15
https://www.leloimoveis.com.br/imovel/apartamento-2-quartos-zona-07-maringa-92m2-venda-rs-200000?id=79900&ref=03991.001;Lelo Imóveis;Zona 07;R$ 200.000,00;;Maringa;PR;3991.001;Apartamento;92,24m²;-23.408432;-51.9435909;2;;;;;;;;;;;;;;;;;2025-02-15
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-novo-centro-maringa-com-garagem-120m2-venda-rs-640000?id=79900&ref=79900.12330;Lelo Imóveis;Novo Centro;R$ 640.000,00;;Maringa;PR;79900.1233;Apartamento;120,00m²;-23.4175897;-51.9345922;3;;2;;;;;;;;;;;;;;;2025-02-15
https://www.silvioiwata.com.br/imovel/3620005634/apartamento-a-venda/maringa-pr-zona-03 ;Silvio Iwata;Zona 03;R$ 1.180.000,00;;Maringá;PR;;Apartamento;119,60 m²;-23.4307715;-51.9234096;3.0;3;4;;;;;;;;;;;;;;;2025-02-16
